sample_std	src
176_LuCaP	dat_raw
176CR_rep2_LuCaP	dat_raw
136_rep1_LuCaP	dat_raw
173_1_rep1_LuCaP	dat_raw
176CR_rep1_LuCaP	dat_raw
189_4_rep1_LuCaP	dat_raw
70_2_LuCaP	dat_raw
70CR_rep1_LuCaP	dat_raw
78_rep1_LuCaP	dat_raw
96_rep1_LuCaP	dat_raw
sample_name_1	dat_raw
